NU_INSCRICAO,NU_NOTA_MT
328ca19128d276eb4fbc309c54ec7f346c803d2f,772.38947
27cdb62f0a2a5467efeb30aafbf246ed2320c532,417.7112
c52cae37c3653620bbec72264c502f45ca2a8671,472.37952
f9ef2695eb0986666093945894b8f2fee351bf22,485.19595
2178c497293d0cab01ce74f5105b1a398fb12d8e,472.37952
e21faa0c07406dde71ec02f266b19b314ba8b0e2,472.37952
8a021391cdaac100dab56c59284bd50137a74129,532.8118
12ee0df69325d97cb95404958c4acf4112aeab8a,472.37952
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,495.11615
66cf0f8b5af2466f9616fd15c0c10344df84982a,472.37952
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,460.5765
60edc5708acd60680891ea15379dd07c7a5924ff,472.37952
b9f786712775e0d1d735398d710b01f404c985a3,423.48312
564958997e204bda06fbe90afc4722805c78a855,580.15594
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,429.0724
527098f4ee3ceb5c393981930d23b8fe154f4db9,472.37952
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,478.35867
8296743fdd105ce9183561cf5b359b0a3781465e,433.14352
a3b79e8c739832c77df2ba6bcdb23a7518155a33,472.37952
6602c7f15a1fdd082265b64976448c6809df792d,445.927
31ae66f0fe024acae4490915c348e487f2367574,520.29364
81901aa980653106e64863d957387d24e2c00af3,425.69403
28e10d1bd0b6effe0edd503446ebda948ad240ad,436.69873
53a7ee52a87f80241e2ca13c923e06b72bf3a059,425.09088
50be5f75fdaedae454b0c3d63b7277854bd08d8f,465.9278
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,472.37952
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,589.33844
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,472.37952
02681b5c893b94db204713cb4b20dde6fc3f2f95,528.5692
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,438.40567
829dd51f77f3ae74c2216de2d86139bd0a03367c,472.37952
28c6829e69879bc1d34db1cd51b89562d3cc596b,510.0618
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,464.99707
96715a069fbcb2e84b26a01563921962ccc4601e,472.37952
923538833160e8432636c88e8119378a43b3d766,446.5754
aacb834258765a2959ee63c57d2be4923d11a696,454.5426
c32e484025571dd94255a77f21de08ab8d2aaba8,485.62616
d425deeec0a3c7006f14d732eff8933d5155067f,480.8353
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,470.74512
716a178e9a6f7791b820da77879943ac9040a547,455.59778
430212cd8767ef2bff8cda0f61729203fef7523e,431.6404
e97d33221238e445688a0e984778d4ecac788be2,483.48074
695c9481580951d830c4431fc6c9dee778ba9ca1,472.37952
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,499.8197
0411742cbb54fe1b6927b25f0bb52b885828c828,434.8791
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,423.3581
bc40729846bf209b06e2a9a890e01d4e6780f5b4,472.37952
e4e7a38b58319ad0a5cde4848622b21783c907e9,474.14786
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,574.57196
aec1b63c3f0c9554e533752d8fe138ca82101d4a,434.82913
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,476.3
4b48d500ba4410546ce01f7f6d44bcbafa73994f,431.03104
edf33c347c866d26872f540bcc1f6ae415f3294c,466.75208
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,500.37003
3a265ea6ebdc4eb2520db912adf5592f03b3d634,424.69623
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,472.37952
0ade5488fd62db34c11a369bdbb4327faacc1635,472.37952
e418fbb77e6ff4103205f3b7f6a66d53183d809b,447.218
8ddbfe70cd41135cb6f125335a48d100789edbf7,418.96255
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,472.37952
1d3e406d0223d4cb0328850d689ba9fcadf62776,432.95865
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,472.37952
ecaf075653faf2dcdf946c0ce50629f5083347c0,458.24106
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,477.268
d43894c5e83bb3a7e5000636295b0b050de19309,472.37952
5b7877d12550dd35d27a02b66a13f2a27bce11ca,428.161
18f800ec03e33ebad5fb97aa8465dd3e5961337e,439.88342
bb39cc6296f2c9da3963994899c5c34b50965720,472.37952
76facda8958cbaf5dba09a4d35d3b4de7596a49d,472.37952
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,486.25876
e887be276bf553575b20ed1a0de8833d9cb7e247,472.37952
cc8794762ffa592758b5117d67e0d02e2e8b9c49,504.93893
894d277c608610fa8c31db531f64582b9569b2e9,433.7568
b2e029961aa0f20071b74708e0d97e6f200ec582,464.68518
12c7d85e168b09a0278df140a22bcb0052a59b0a,426.10876
64c4892488a9c6281bdabf467a0b5a6382d248e6,477.3129
944e790f6e64eccf6df361247858165f17dd7abb,472.37952
ac112e94587e6e4249b7182329ee5a5040ae94ea,520.0809
a58cf11e498228f9aaca92b0c49f955a6163fb59,433.9784
e8c84701c041b7f3b39f3125a0449fa633589fbe,501.40997
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,585.53955
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,472.37952
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,431.18875
e64ad901853230e396be49311ea98121c348fac6,457.9464
8532af19be3729ea233c1f29e4c015820fc7fb3a,478.97333
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,447.38712
26853fd075fe27954772c3070997635b94f32b83,429.18903
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,518.044
574ec310dee846f9ae8eb278480257d463f6fbcc,482.76056
ebb32b8df4ff9b202ba904f310724ce230cb4305,472.37952
8a46e35787225c3e7adef2b998ad9c93a952106b,535.38116
b62bf908b504e8c6898777a7f5b88afed358caea,433.9317
10d22971ca4f53fc62d02905809ff1c37fbb68fc,587.7526
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,431.386
cad47b624b484cb16291449cee30707a46c20199,472.37952
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,562.4098
bb6c0df09cb6663f142ce6da382b804353453af2,472.37952
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,466.79297
7bd0affe1bdd3681a0faecd80a3d48c023b986de,472.37952
d76614020539405f481c0f5ffb9e6f88a0bf21b7,448.16455
5ce2df96a99343819ead41bf242044177439696d,472.37952
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,472.37952
a9216c3fc0c0bf14cda0ca26a71c205458b74896,472.37952
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,480.43427
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,455.1487
176b027cd932b17fcb6f119cfcef338a175062b8,422.15247
41474f2dda61d97f38ba79906d3dbcce223d1bd1,509.68143
421eb738f9e2ea73e5f4227c915762d6421102ac,472.37952
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,478.89023
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,474.31607
134d96275e3893946c3a0e1d59f86b336fe64f6e,472.37952
d4e97da32ccb6987ec074aa48c24ce949c05a78c,433.52655
fa556e489987a0588e9a8edb5327e2bde1679670,472.37952
95c1d266a2524560761df98b376c17604733a6ad,514.2344
c11c4303d2632cde64105a35554ecb77a8564260,473.64792
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,471.04852
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,530.95154
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,453.77414
580c34923cbde328e0aef1641dd02033fc862c04,457.16553
156e1fb82056b0f6953c443446eb4dcceed7c03b,472.37952
29d8bf198da9caa59047268faca60207da24d1b7,519.1142
1b3f80a1cd9fff0408e96169fcaf006936b34fed,449.92682
b5932043b62e0c58e16e2cc2c9d5489390e5c895,459.95093
99092cc60948943c59d68d62ed81a75a03059113,457.92947
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,457.06314
dd69fca6f17420dc911016a79e70583ca7ea330d,428.32983
d387995af060965fb9d18973f3dbf4904f071066,418.29468
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,458.10123
543674772357cf9d8a7a8e7dfb89384af80ec30e,490.7675
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,436.85626
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,468.9044
0736d379ea0962e316ce84cce8e883321be36abb,431.60175
98cc842c547c69a0d27776e272fd8b61131b0b37,432.07056
890b7696fa85ca2b3e90b3951efec2135e88d5cf,453.3894
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,711.584
d84b48f7dc7a6e387e6e985525143589754c5b13,448.34225
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,493.56958
dc4fe9d4124d9278f58f6f999711116a3fe58be7,473.87076
f6624d763619c0898b34dc02adf06f53a1721cd0,440.9187
60b1c12559860e7ad966da4c4db5c78e17278fc0,503.91144
a3f3dcb89101d86171f8bb4f4f57939717cf298a,472.37952
4f365503582b97ea96462d0d36895a5e7f5926df,435.28052
c80869804effb21d50cc8fff3f4c27ba5521240c,418.7851
d0f351638d60e84b890a498d69c9a7961cdcdf36,462.8247
48e8ec135997ff3676648d5c144c3c7150a7bbb1,427.955
45484014aefd10ea3e4b08fb93e66c251709cca6,445.927
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,435.04114
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,424.66116
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,567.5327
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,428.68423
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,559.978
c83c66733c5bd90a59996e473bb69e44f6522976,425.48956
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,472.37952
4c373daf5547a6292c4905696c148ec83f95f083,472.37952
4549620b5459bb28990580f4ca0b4c2adc5b1a68,472.37952
87f89c855f377c5b100ad2986cc6569e31d94a98,539.77606
d0d8601aab147c191ae37365a930c1ed3eb0414b,472.37952
9a25537903e8e7eab1dfb357903d241e24e86fb8,472.37952
eaecf3dd32668664e1dcc2d6c7a69042824806a6,444.35245
d19fa85793fcb8ae3126d10592c9c57d3b32971f,472.37952
c59b370d3aa06b68878c836bceac844953d74972,439.34305
5a6d397150d1a9e9c82e120f92d1e782da34bddb,472.37952
b2128312e70fdb830091aecb6b27d82617e2e226,429.46365
8257941af168c0cc15f28bd596fd922352dae732,434.54147
854ce153823802674f35bbe1ec010b12e9b3a56f,430.67886
27f1db4e266b154f6f7fbef9c225fab472652a7b,434.0586
11b90bed4a05d11169f308370faf81d6e9ca2c4f,432.82193
5c55b7aeae6cb75ec715b4629812175239e45c15,472.37952
1391c7de937e0fea2ad23ebb111e513bf2aca2af,472.37952
e9488c35627294cd8f5a809c0667aef7a3f0d465,472.37952
39c22d725a24b290af887b25175ae0a8d560db4b,472.37952
e001e1d73163c327a4d800697b1b36cd6921f60d,456.29944
b83424ca8973e4b2eebf6eb9e26e842999432d22,423.2681
202da3f471204ad489ebf0c3856437337534112d,472.37952
912d751c54b46c860c5ba61666fc6fc59ca2689d,411.56995
8376d681a277c58f06ab633a06eaa66391126246,472.37952
e114f7b197069bde8e158a0dbeaa022dd0c4e280,433.4866
fa84edf183bd459ea9394d77bdc191683a75ff66,565.0955
76190ff09a736ff83169394b770699b2709c5a27,471.71136
515db15df8581ae72bb8e8358833016adee74e02,454.48065
e2a05053c19e6fba60d0e582e6c7f371728a7106,458.69855
66c14322296ac259374ec98c5c3bb2bd67ba25e9,472.37952
2378556841bc8d5746f2b94d6adefc2db20f9518,522.4335
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,472.37952
796d558152d241567f8a72b535a5e36fe78886f3,442.89606
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,509.69272
3c748fc7a94edb7ac1484373751ffa8574a3281d,433.88458
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,415.95306
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,472.37952
10a1e8808e744c619376bff659f859cd71e8c41d,440.15833
fc959dafc37dde3f173f083486d84ce5c817443f,437.3511
6979d91c0a1903a336c640e14eed100821a0e24d,456.53915
d4e37c4c1235ce014392f6c8ba0436f195b9e459,516.20447
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,472.37952
565a955a60c6073157aa869c0351c626a7171ef3,527.8746
5697c01ee87a008056ebc0993a1028b41a26d251,472.37952
99be797e423b5ae08fe342ea772738f71975df47,687.32666
b579ea83f2d6c15b2c717d16a89827d65f39904b,460.1051
e9373b5c22567bec508f2fa2580e4dc3ff687caa,529.3722
a465af361b68bd536dd8bf61d522b9b21755ab60,497.98877
c8feec2a94d996d03534ce935dec7a034667f107,795.44336
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,463.24927
f4f7888cfe88b7a3b0f3d94749921976353ae82c,468.25717
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,462.2042
2e466f15ac7b80870736fac2d0cf4bd7f362e852,434.72717
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,472.37952
fc83a5c665f70f39b4c7d326118cbf21a898e660,604.7006
c26fbd904781a4f6c37a8f8969778f687c6c1424,472.37952
ced4913c2220be57c54bc9f87bb4f441d5976671,454.13937
880ade460a231d722e8bb0e4d17f3c8f77663d37,423.9944
7c869f5b89ddf3130c87011b6508ee59e32682c5,439.17758
9027f65d4e576928ca59690c280050c53d66506a,657.313
09eb415bcb9842d207139c8bddf32427a134d51e,520.4717
f8224c83e27f4921df62876f7ff660b1dab3d974,480.74265
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,472.37952
dfec3182aec0997207e0845b072498065ec89aac,652.83826
d653549f6d0ba70e2113b2cc56e9a83e331d2462,564.5248
e95674df974af80342f676ca9e3540aecec2b8dc,494.07303
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,549.91113
2b7b15015ab18dc51893827c7e3f01d931a70410,472.37952
22d86e8b43a9412df86ec15ac231b9919e3ec905,460.1275
1c61035799f6afe7f44c1fb68567d7a8945c3943,574.95496
d5ed4b8732b0d7127a64f7e71137d321c56cc198,431.6759
63edbbe59337f861a710bee4fe8a691d231f23da,424.4837
f62bf9257782d839d38f84376b79611ed0de655d,472.37952
cf14952b5b09ad1a9497769e3a08da2fd74c6102,472.37952
21b8ef230efbfca6b5f15b36a3243d76ed390967,488.71872
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,417.39468
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,472.37952
3de3c134579726fe4606b7a05f82ce19f00adb09,679.0574
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,433.68427
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,423.79904
520c60d32fd2af8be76abd332859b36d8ae45900,456.61972
6cb6e2310b52c2898e500f81bea938446592568b,481.89404
0193b535914e1c5a445bede11a408bf1709cd3cb,460.71246
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,480.86215
c512a461034cd90a9c5f1a32332b748041cfeba3,472.37952
6f77bbe0fc418131d06d15f50b30073eae680dbb,472.37952
9b378e3937af8e97d4753cdf0c8917306354aaaf,462.821
1c92f54a5fe563622a0e23cf116461a7e147efd8,537.95703
90facc45f7578775e3278aa0bd4fb59dad4d37c1,442.617
563bd02a1204c85e79026a020ba5af29bce95c12,520.5872
c8062c4cc7e023996bd37b87295f5a2957ddb172,463.8554
ea7cc5987f9cc7f756d501961f64fa5769013823,472.37952
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,558.60187
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,434.1298
1b61f7e184c7040ae4cea725153965e1f7f75308,436.58057
aea68e00d370c2a0cfd02bf868824dec427bf23a,472.37952
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,472.37952
95a9c65324583892b2d1a0c1c5163488f92d4a6d,415.79413
5b7e7632cf766876026d0da6aa7c6df77bc13438,438.7645
a3be14b06b7aef01331da18e7a1678222b563151,472.37952
92b8965cf3fb76d11e5061f26e577c23d212b9c5,472.37952
96fd0462597b8cf21b1e918c1947106cd8359e5d,514.24915
5c1cef937c40bf8c30c119160bedde7ef679454e,599.76886
27dce80bee1eadbcd82bc7d09adb063e116870f6,472.37952
271a7e5b703fc3f29f6669415048a760e6355c5b,472.37952
e39fbeab552a4b6492346d821d095c3a0d691555,445.57874
93694c58636eabfe86550e734efb3775ba4d739f,497.31024
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,673.53265
6c05e70130682975c1485a862b6e08b895650671,429.66177
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,419.44522
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,419.34787
283df09083d3c7bec2590f22355c7ba32ec88623,472.2113
40b96e97dc29dfc990656e30c1038e846b6c8ff2,472.37952
ff362d0a648559b9146fb97ee248eb423c3d6a50,472.37952
717ae2ab18e7ba03c4f3af66500ece6580b29b71,472.37952
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,560.57245
23131f453efc29c2af9553d307692c60a3add1ae,445.98203
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,430.2888
941646a7d24ee2837d7de90ff0a736bb8f61d68c,424.62903
cd705413010e6e74f3b90ee78dbbd8b767488f0c,472.37952
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,498.1775
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,431.60992
72882a9cffe151d94be90e02ce3967a91b628099,471.71628
cf62916c9829bd3ad05104151eee856d6de7ca1c,614.93835
6b8f4241357e65c0491cc0ef96396f811574134c,446.21774
298806ed4313157d412e860ac3ea8833d6ca6970,472.37952
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,425.84543
4485f973590cff61be5ec78cb3032d5fdf25b809,472.37952
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,460.3015
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,472.37952
8288badec4740382dbf7c33e4095cd4db0021bf7,419.10413
5e139289eb167622f915eea3d1d6e49d15d1c873,485.63275
fc050b2c8fa3446890fe1418332352177dd34506,451.07562
8f309746992f374b4c2ea88f171233a9469ba649,444.06604
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,458.14212
145b6344526f9df32f4046c8227282477c51d69f,442.33493
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,460.10443
b23775f4cd460ba687d77b058f2bc46381a0fbfe,444.4706
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,628.5542
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,472.37952
08b5008c1ba3ee34dcafcb332c51d485da0313f4,472.37952
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,444.10184
2bf8abe8000927aeff885fdb26e82579b54bb657,426.86334
fb745761567cc26fe3b8240866c481797bc4aedf,472.37952
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,498.7168
3ef584654da4e658ecdffb68bc4398c97f850ccf,453.55762
342a52f77f29b040bf07e9d4de7029ad604de09c,472.37952
ea90166cae72eec871b4100ed8df997253bea84b,465.50555
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,500.93524
39e7d2bf0be98a9698aa1369b7ca5576d392a777,446.5754
01d88812b1d865b9797b9c57ed7538527593eb1d,546.87427
879d82fe92a01214851fbeb62cd533fbc9d4ab87,532.1818
9d0302fe7230d42fc9b5b995f2133c9db7513dce,472.37952
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,452.64957
a185d42f150631e1f22e1d81f965dda9833d0bec,437.14468
c5994a51d6c24ee4360aee344cebf55bd01c39e3,507.03513
bbe2574187920d91ca67a657c5a476f92f8ac142,450.12827
8637d558542ccd4a1cd1d3ab336711edad60a966,459.5592
30fd3c461823b211ad79159256fdb3eb101deff0,439.75677
8fc264880ab920d1847cd48307d22ae465c4be14,472.37952
d84f79e6c625a4c581a74ac4cdee661e6a69584b,472.37952
fa78d232e5d879c81cfc136341b2ac1e22199a44,472.37952
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,441.9496
b64320a06b5488023d6db73962a0ef06cfb5c4d3,472.37952
4d12becc50fceaa6423313e98858cee7d438cc36,495.55777
5c55594ff65d25732d6104cf60588ae877cb6e9c,610.22156
8b1835ec3b546305fba72996c9e8b1941f6f3fd9,472.37952
e7eda9aa4a5dd77a968c91492fe232a0ee51bafe,472.37952
8811c9e0834082ca3b09b556baf8674c55426155,472.37952
03d703acff40c67a804e3d7993f02e710af9be58,472.37952
ebd6ed760a482a95ddc04d78254761296ea73608,505.57343
4ea487e7fd10b89407bd3c72366366f5b505847f,508.9973
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,460.71246
10759016b000d342d3ee6f8d8961c5b9dea8db52,472.37952
